1,2,1,39
1,2,2,30
1,2,6,31
1,2,8,9
1,2,9,39
1,2,10,32
1,2,16,19
1,2,19,20
1,2,19,33
1,2,20,34
1,2,22,35
1,2,23,36
1,2,25,37
1,2,29,38
1,39,2,30
1,39,6,31
1,39,8,9
1,39,9,39
1,39,10,32
1,39,16,19
1,39,19,20
1,39,19,33
1,39,20,34
1,39,22,35
1,39,23,36
1,39,25,37
1,39,29,38
2,3,2,30
2,3,6,31
2,3,10,32
2,3,16,19
2,3,19,20
2,3,19,33
2,3,20,34
2,3,22,35
2,3,23,36
2,3,25,37
2,3,29,38
2,25,2,30
2,25,6,31
2,25,10,32
2,25,16,19
2,25,17,27
2,25,19,20
2,25,19,33
2,25,20,34
2,25,22,35
2,25,23,36
2,25,25,26
2,25,25,37
2,25,26,27
2,25,29,38
2,30,3,4
2,30,3,18
2,30,4,5
2,30,4,14
2,30,5,6
2,30,5,8
2,30,6,7
2,30,6,11
2,30,6,31
2,30,7,8
2,30,8,9
2,30,9,39
2,30,10,11
2,30,10,13
2,30,10,32
2,30,11,12
2,30,12,13
2,30,13,14
2,30,14,15
2,30,15,16
2,30,16,17
2,30,16,19
2,30,16,21
2,30,16,24
2,30,17,18
2,30,17,27
2,30,19,20
2,30,19,33
2,30,20,34
2,30,21,22
2,30,22,23
2,30,22,35
2,30,23,24
2,30,23,36
2,30,25,26
2,30,25,37
2,30,26,27
2,30,26,28
2,30,26,29
2,30,28,29
2,30,29,38
3,4,6,31
3,4,10,32
3,4,16,19
3,4,19,20
3,4,19,33
3,4,20,34
3,4,22,35
3,4,23,36
3,4,25,37
3,4,29,38
3,18,6,31
3,18,10,32
3,18,16,19
3,18,17,18
3,18,19,20
3,18,19,33
3,18,20,34
3,18,22,35
3,18,23,36
3,18,25,37
3,18,29,38
4,5,6,31
4,5,10,32
4,5,16,19
4,5,19,20
4,5,19,33
4,5,20,34
4,5,22,35
4,5,23,36
4,5,25,37
4,5,29,38
4,14,6,31
4,14,10,32
4,14,16,19
4,14,19,20
4,14,19,33
4,14,20,34
4,14,22,35
4,14,23,36
4,14,25,37
4,14,29,38
5,6,6,31
5,6,10,32
5,6,16,19
5,6,19,20
5,6,19,33
5,6,20,34
5,6,22,35
5,6,23,36
5,6,25,37
5,6,29,38
5,8,6,31
5,8,10,32
5,8,16,19
5,8,19,20
5,8,19,33
5,8,20,34
5,8,22,35
5,8,23,36
5,8,25,37
5,8,29,38
6,7,6,31
6,7,7,8
6,7,10,32
6,7,16,19
6,7,19,20
6,7,19,33
6,7,20,34
6,7,22,35
6,7,23,36
6,7,25,37
6,7,29,38
6,11,6,31
6,11,10,32
6,11,13,14
6,11,16,19
6,11,19,20
6,11,19,33
6,11,20,34
6,11,22,35
6,11,23,36
6,11,25,37
6,11,29,38
6,31,7,8
6,31,8,9
6,31,9,39
6,31,10,11
6,31,10,13
6,31,10,32
6,31,11,12
6,31,12,13
6,31,13,14
6,31,14,15
6,31,15,16
6,31,16,17
6,31,16,19
6,31,16,21
6,31,16,24
6,31,17,18
6,31,17,27
6,31,19,20
6,31,19,33
6,31,20,34
6,31,21,22
6,31,22,23
6,31,22,35
6,31,23,24
6,31,23,36
6,31,25,26
6,31,25,37
6,31,26,27
6,31,26,28
6,31,26,29
6,31,28,29
6,31,29,38
7,8,10,32
7,8,16,19
7,8,19,20
7,8,19,33
7,8,20,34
7,8,22,35
7,8,23,36
7,8,25,37
7,8,29,38
8,9,9,39
8,9,10,32
8,9,16,19
8,9,19,20
8,9,19,33
8,9,20,34
8,9,22,35
8,9,23,36
8,9,25,37
8,9,29,38
9,39,10,32
9,39,16,19
9,39,19,20
9,39,19,33
9,39,20,34
9,39,22,35
9,39,23,36
9,39,25,37
9,39,29,38
10,11,10,13
10,11,10,32
10,11,16,19
10,11,19,20
10,11,19,33
10,11,20,34
10,11,22,35
10,11,23,36
10,11,25,37
10,11,29,38
10,13,10,32
10,13,16,19
10,13,19,20
10,13,19,33
10,13,20,34
10,13,22,35
10,13,23,36
10,13,25,37
10,13,29,38
10,32,11,12
10,32,12,13
10,32,13,14
10,32,14,15
10,32,15,16
10,32,16,17
10,32,16,19
10,32,16,21
10,32,16,24
10,32,17,18
10,32,17,27
10,32,19,20
10,32,19,33
10,32,20,34
10,32,21,22
10,32,22,23
10,32,22,35
10,32,23,24
10,32,23,36
10,32,25,26
10,32,25,37
10,32,26,27
10,32,26,28
10,32,26,29
10,32,28,29
10,32,29,38
11,12,12,13
11,12,16,19
11,12,19,20
11,12,19,33
11,12,20,34
11,12,22,35
11,12,23,36
11,12,25,37
11,12,29,38
12,13,16,19
12,13,19,20
12,13,19,33
12,13,20,34
12,13,22,35
12,13,23,36
12,13,25,37
12,13,29,38
13,14,16,19
13,14,19,20
13,14,19,33
13,14,20,34
13,14,22,35
13,14,23,36
13,14,25,37
13,14,29,38
14,15,15,16
14,15,16,17
14,15,16,19
14,15,19,20
14,15,19,33
14,15,20,34
14,15,22,35
14,15,23,36
14,15,25,37
14,15,29,38
15,16,16,17
15,16,16,19
15,16,19,20
15,16,19,33
15,16,20,34
15,16,22,35
15,16,23,36
15,16,25,37
15,16,29,38
16,17,16,19
16,17,19,20
16,17,19,33
16,17,20,34
16,17,22,35
16,17,23,36
16,17,25,37
16,17,29,38
16,19,16,21
16,19,16,24
16,19,17,18
16,19,17,27
16,19,19,20
16,19,19,33
16,19,20,34
16,19,21,22
16,19,22,23
16,19,22,35
16,19,23,24
16,19,23,36
16,19,25,26
16,19,25,37
16,19,26,27
16,19,26,28
16,19,26,29
16,19,28,29
16,19,29,38
16,21,16,24
16,21,19,20
16,21,19,33
16,21,20,34
16,21,21,22
16,21,22,23
16,21,22,35
16,21,23,24
16,21,23,36
16,21,25,37
16,21,29,38
16,24,19,20
16,24,19,33
16,24,20,34
16,24,21,22
16,24,22,23
16,24,22,35
16,24,23,24
16,24,23,36
16,24,25,37
16,24,29,38
17,18,19,20
17,18,19,33
17,18,20,34
17,18,22,35
17,18,23,36
17,18,25,37
17,18,29,38
17,27,19,20
17,27,19,33
17,27,20,34
17,27,22,35
17,27,23,36
17,27,25,26
17,27,25,37
17,27,26,27
17,27,29,38
19,20,19,33
19,20,20,34
19,20,21,22
19,20,22,23
19,20,22,35
19,20,23,24
19,20,23,36
19,20,25,26
19,20,25,37
19,20,26,27
19,20,26,28
19,20,26,29
19,20,28,29
19,20,29,38
19,33,20,34
19,33,21,22
19,33,22,23
19,33,22,35
19,33,23,24
19,33,23,36
19,33,25,26
19,33,25,37
19,33,26,27
19,33,26,28
19,33,26,29
19,33,28,29
19,33,29,38
20,34,21,22
20,34,22,23
20,34,22,35
20,34,23,24
20,34,23,36
20,34,25,26
20,34,25,37
20,34,26,27
20,34,26,28
20,34,26,29
20,34,28,29
20,34,29,38
21,22,22,23
21,22,22,35
21,22,23,24
21,22,23,36
21,22,25,37
21,22,29,38
22,23,22,35
22,23,23,24
22,23,23,36
22,23,25,37
22,23,29,38
22,35,23,24
22,35,23,36
22,35,25,26
22,35,25,37
22,35,26,27
22,35,26,28
22,35,26,29
22,35,28,29
22,35,29,38
23,24,23,36
23,24,25,37
23,24,29,38
23,36,25,26
23,36,25,37
23,36,26,27
23,36,26,28
23,36,26,29
23,36,28,29
23,36,29,38
25,26,25,37
25,26,26,27
25,26,29,38
25,37,26,27
25,37,26,28
25,37,26,29
25,37,28,29
25,37,29,38
26,27,29,38
26,28,26,29
26,28,28,29
26,28,29,38
26,29,28,29
26,29,29,38
28,29,29,38
