1,2,40.7699085001394
1,39,41.251831012354295
2,3,45.949585246501364
2,25,41.54296885227892
2,30,0.0
3,4,49.26783678442916
3,18,43.58725002627094
4,5,45.436664272739144
4,14,42.666304887608476
5,6,30.6396683756091
5,8,29.536569688612403
6,7,28.610742328299867
6,11,37.37345509869002
6,31,0.0
7,8,28.7475086141711
8,9,39.50282914920029
9,39,40.75221551271145
10,11,28.40206311027592
10,13,29.746046771368626
10,32,0.0
11,12,27.290806238654255
12,13,27.868826146796284
13,14,46.26019071837418
14,15,59.366046714760714
15,16,59.19251190360755
16,17,57.44678202667743
16,19,0.0
16,21,30.17229513557906
16,24,30.172295135579095
17,18,44.09362083593284
17,27,47.134460135813846
19,20,0.0
19,33,0.0
20,34,0.0
21,22,29.11882846039967
22,23,24.20227490962717
22,35,0.0
23,24,29.11882846039969
23,36,0.0
25,26,39.86689927533486
25,37,0.0
26,27,44.74318188023057
26,28,23.66637699838266
26,29,24.212607439349927
28,29,23.157415894592408
29,38,0.0
