1,2,1,39,2,3,2,25
1,2,1,39,2,3,2,30
1,2,1,39,2,3,3,4
1,2,1,39,2,3,3,18
1,2,1,39,2,3,4,5
1,2,1,39,2,3,4,14
1,2,1,39,2,3,5,6
1,2,1,39,2,3,5,8
1,2,1,39,2,3,6,7
1,2,1,39,2,3,6,11
1,2,1,39,2,3,6,31
1,2,1,39,2,3,7,8
1,2,1,39,2,3,8,9
1,2,1,39,2,3,9,39
1,2,1,39,2,3,10,11
1,2,1,39,2,3,10,13
1,2,1,39,2,3,10,32
1,2,1,39,2,3,11,12
1,2,1,39,2,3,12,13
1,2,1,39,2,3,13,14
1,2,1,39,2,3,14,15
1,2,1,39,2,3,15,16
1,2,1,39,2,3,16,17
1,2,1,39,2,3,16,19
1,2,1,39,2,3,16,21
1,2,1,39,2,3,16,24
1,2,1,39,2,3,17,18
1,2,1,39,2,3,17,27
1,2,1,39,2,3,19,20
1,2,1,39,2,3,19,33
1,2,1,39,2,3,20,34
1,2,1,39,2,3,21,22
1,2,1,39,2,3,22,23
1,2,1,39,2,3,22,35
1,2,1,39,2,3,23,24
1,2,1,39,2,3,23,36
1,2,1,39,2,3,25,26
1,2,1,39,2,3,25,37
1,2,1,39,2,3,26,27
1,2,1,39,2,3,26,28
1,2,1,39,2,3,26,29
1,2,1,39,2,3,28,29
1,2,1,39,2,3,29,38
1,2,1,39,2,25,2,30
1,2,1,39,2,25,3,4
1,2,1,39,2,25,3,18
1,2,1,39,2,25,4,5
1,2,1,39,2,25,4,14
1,2,1,39,2,25,5,6
1,2,1,39,2,25,5,8
1,2,1,39,2,25,6,7
1,2,1,39,2,25,6,11
1,2,1,39,2,25,6,31
1,2,1,39,2,25,7,8
1,2,1,39,2,25,8,9
1,2,1,39,2,25,9,39
1,2,1,39,2,25,10,11
1,2,1,39,2,25,10,13
1,2,1,39,2,25,10,32
1,2,1,39,2,25,11,12
1,2,1,39,2,25,12,13
1,2,1,39,2,25,13,14
1,2,1,39,2,25,14,15
1,2,1,39,2,25,15,16
1,2,1,39,2,25,16,17
1,2,1,39,2,25,16,19
1,2,1,39,2,25,16,21
1,2,1,39,2,25,16,24
1,2,1,39,2,25,17,18
1,2,1,39,2,25,17,27
1,2,1,39,2,25,19,20
1,2,1,39,2,25,19,33
1,2,1,39,2,25,20,34
1,2,1,39,2,25,21,22
1,2,1,39,2,25,22,23
1,2,1,39,2,25,22,35
1,2,1,39,2,25,23,24
1,2,1,39,2,25,23,36
1,2,1,39,2,25,25,26
1,2,1,39,2,25,25,37
1,2,1,39,2,25,26,27
1,2,1,39,2,25,26,28
1,2,1,39,2,25,26,29
1,2,1,39,2,25,28,29
1,2,1,39,2,25,29,38
1,2,1,39,2,30,3,4
1,2,1,39,2,30,3,18
1,2,1,39,2,30,4,5
1,2,1,39,2,30,4,14
1,2,1,39,2,30,5,6
1,2,1,39,2,30,5,8
1,2,1,39,2,30,6,7
1,2,1,39,2,30,6,11
1,2,1,39,2,30,6,31
1,2,1,39,2,30,7,8
1,2,1,39,2,30,8,9
1,2,1,39,2,30,9,39
1,2,1,39,2,30,10,11
1,2,1,39,2,30,10,13
1,2,1,39,2,30,10,32
1,2,1,39,2,30,11,12
1,2,1,39,2,30,12,13
1,2,1,39,2,30,13,14
1,2,1,39,2,30,14,15
1,2,1,39,2,30,15,16
1,2,1,39,2,30,16,17
1,2,1,39,2,30,16,19
1,2,1,39,2,30,16,21
1,2,1,39,2,30,16,24
1,2,1,39,2,30,17,18
1,2,1,39,2,30,17,27
1,2,1,39,2,30,19,20
1,2,1,39,2,30,19,33
1,2,1,39,2,30,20,34
1,2,1,39,2,30,21,22
1,2,1,39,2,30,22,23
1,2,1,39,2,30,22,35
1,2,1,39,2,30,23,24
1,2,1,39,2,30,23,36
1,2,1,39,2,30,25,26
1,2,1,39,2,30,25,37
1,2,1,39,2,30,26,27
1,2,1,39,2,30,26,28
1,2,1,39,2,30,26,29
1,2,1,39,2,30,28,29
1,2,1,39,2,30,29,38
1,2,1,39,3,4,3,18
1,2,1,39,3,4,4,5
1,2,1,39,3,4,4,14
1,2,1,39,3,4,5,6
1,2,1,39,3,4,5,8
1,2,1,39,3,4,6,7
1,2,1,39,3,4,6,11
1,2,1,39,3,4,6,31
1,2,1,39,3,4,7,8
1,2,1,39,3,4,8,9
1,2,1,39,3,4,9,39
1,2,1,39,3,4,10,11
1,2,1,39,3,4,10,13
1,2,1,39,3,4,10,32
1,2,1,39,3,4,11,12
1,2,1,39,3,4,12,13
1,2,1,39,3,4,13,14
1,2,1,39,3,4,14,15
1,2,1,39,3,4,15,16
1,2,1,39,3,4,16,17
1,2,1,39,3,4,16,19
1,2,1,39,3,4,16,21
1,2,1,39,3,4,16,24
1,2,1,39,3,4,17,18
1,2,1,39,3,4,17,27
1,2,1,39,3,4,19,20
1,2,1,39,3,4,19,33
1,2,1,39,3,4,20,34
1,2,1,39,3,4,21,22
1,2,1,39,3,4,22,23
1,2,1,39,3,4,22,35
1,2,1,39,3,4,23,24
1,2,1,39,3,4,23,36
1,2,1,39,3,4,25,26
1,2,1,39,3,4,25,37
1,2,1,39,3,4,26,27
1,2,1,39,3,4,26,28
1,2,1,39,3,4,26,29
1,2,1,39,3,4,28,29
1,2,1,39,3,4,29,38
1,2,1,39,3,18,4,5
1,2,1,39,3,18,4,14
1,2,1,39,3,18,5,6
1,2,1,39,3,18,5,8
1,2,1,39,3,18,6,7
1,2,1,39,3,18,6,11
1,2,1,39,3,18,6,31
1,2,1,39,3,18,7,8
1,2,1,39,3,18,8,9
1,2,1,39,3,18,9,39
1,2,1,39,3,18,10,11
1,2,1,39,3,18,10,13
1,2,1,39,3,18,10,32
1,2,1,39,3,18,11,12
1,2,1,39,3,18,12,13
1,2,1,39,3,18,13,14
1,2,1,39,3,18,14,15
1,2,1,39,3,18,15,16
1,2,1,39,3,18,16,17
1,2,1,39,3,18,16,19
1,2,1,39,3,18,16,21
1,2,1,39,3,18,16,24
1,2,1,39,3,18,17,18
1,2,1,39,3,18,17,27
1,2,1,39,3,18,19,20
1,2,1,39,3,18,19,33
1,2,1,39,3,18,20,34
1,2,1,39,3,18,21,22
1,2,1,39,3,18,22,23
1,2,1,39,3,18,22,35
1,2,1,39,3,18,23,24
1,2,1,39,3,18,23,36
1,2,1,39,3,18,25,26
1,2,1,39,3,18,25,37
1,2,1,39,3,18,26,27
1,2,1,39,3,18,26,28
1,2,1,39,3,18,26,29
1,2,1,39,3,18,28,29
1,2,1,39,3,18,29,38
1,2,1,39,4,5,4,14
1,2,1,39,4,5,5,6
1,2,1,39,4,5,5,8
1,2,1,39,4,5,6,7
1,2,1,39,4,5,6,11
