1,3069.8965960340984
2,3166.1295631035414
3,4540.847724032554
4,4394.408150486155
5,3300.8682215422987
6,2286.417031688002
7,2045.9280942044936
8,2576.770113031387
9,2990.6293346947787
10,1811.8544389082172
11,2143.1324741287167
12,1954.0929674475124
13,2471.434806990057
14,4104.779941720219
15,4169.561556324657
16,2012.3755368450093
17,3926.4293248084014
18,4230.690835412969
19,1.0541900685723249e-11
20,7.528894174768652e-12
21,1445.015078236137
22,845.3052631579023
23,845.3052631579036
24,1445.0150782361366
25,2611.389782119843
26,2589.132813507478
27,3215.046396827165
28,547.3229018492249
29,273.661450924615
30,1.7511947321360292e-12
31,2.513284664942737e-12
32,3.0127668970308256e-12
33,4.125291857759387e-12
34,3.8044055024974854e-12
35,4.560077303907214e-12
36,4.031162633034867e-12
37,2.189745145126966e-12
38,3.805183764099954e-12
39,3122.1509216502245
