1,2,2,3
1,2,32,33
1,15,32,33
1,16,12,16
1,16,32,33
1,17,12,17
1,17,32,33
2,3,32,33
3,4,32,33
3,15,32,33
4,5,5,6
4,5,32,33
4,6,32,33
4,18,18,19
4,18,19,20
4,18,20,21
4,18,21,22
4,18,32,33
5,6,32,33
6,7,32,33
6,8,32,33
7,8,32,33
7,29,32,33
8,9,32,33
9,10,32,33
9,11,32,33
9,12,32,33
9,13,32,33
9,55,29,52
9,55,32,33
9,55,52,53
9,55,53,54
9,55,54,55
10,12,32,33
10,51,32,33
10,51,49,50
10,51,50,51
11,13,32,33
11,41,32,33
11,43,32,33
11,43,41,43
12,13,32,33
12,16,32,33
12,17,32,33
13,14,32,33
13,15,32,33
13,49,32,33
14,15,32,33
14,46,32,33
14,46,46,47
14,46,47,48
15,45,32,33
15,45,38,44
15,45,44,45
18,19,19,20
18,19,20,21
18,19,21,22
18,19,32,33
19,20,20,21
19,20,21,22
19,20,32,33
20,21,21,22
20,21,32,33
21,22,32,33
22,23,23,24
22,23,32,33
22,38,32,33
23,24,32,33
24,25,25,30
24,25,30,31
24,25,31,32
24,25,32,33
24,25,32,34
24,25,34,35
24,25,35,36
24,26,26,27
24,26,27,28
24,26,28,29
24,26,32,33
25,30,30,31
25,30,31,32
25,30,32,33
25,30,32,34
25,30,34,35
25,30,35,36
26,27,27,28
26,27,28,29
26,27,32,33
27,28,28,29
27,28,32,33
28,29,32,33
29,52,32,33
29,52,52,53
29,52,53,54
29,52,54,55
30,31,31,32
30,31,32,33
30,31,32,34
30,31,34,35
30,31,35,36
31,32,32,33
31,32,32,34
31,32,34,35
31,32,35,36
32,33,32,34
32,33,34,35
32,33,35,36
32,33,36,37
32,33,36,40
32,33,37,38
32,33,37,39
32,33,38,44
32,33,38,48
32,33,38,49
32,33,39,57
32,33,40,56
32,33,41,42
32,33,41,43
32,33,41,56
32,33,42,56
32,33,44,45
32,33,46,47
32,33,47,48
32,33,48,49
32,33,49,50
32,33,50,51
32,33,52,53
32,33,53,54
32,33,54,55
32,33,56,57
32,34,34,35
32,34,35,36
34,35,35,36
36,40,40,56
37,39,39,57
37,39,56,57
38,44,44,45
39,57,56,57
41,42,42,56
46,47,47,48
49,50,50,51
52,53,53,54
52,53,54,55
53,54,54,55
