1,2,88171.50802791075
1,15,89126.09533283325
1,16,85659.41670551062
1,17,85659.41670551062
2,3,86766.55661267713
3,4,114226.64692161883
3,15,98913.07865311288
4,5,83998.82348894968
4,6,90898.95923599743
4,18,97865.68947529628
5,6,84132.52777260002
6,7,91524.903140704
6,8,89791.1363787343
7,8,92672.85976549593
7,29,119777.97569769052
8,9,122102.88215152075
9,10,86898.28140854886
9,11,97849.22238709424
9,12,86686.88220804179
9,13,88578.21417922406
9,55,96207.17769244031
10,12,85753.90962366457
10,51,90325.73654427768
11,13,93959.8043461082
11,41,99271.5836377838
11,43,86947.72966005205
12,13,87296.68074817509
12,16,86441.26119647305
12,17,86441.26119647305
13,14,87836.9930866853
13,15,89499.16676818766
13,49,106277.46233715635
14,15,87561.86007229368
14,46,90630.4743342453
15,45,96891.55402996636
18,19,98957.2870614301
19,20,99025.00318387734
20,21,98480.48753639607
21,22,96498.36536513185
22,23,129835.72933327882
22,38,145454.24139108637
23,24,122824.32204398896
24,25,95487.22778372375
24,26,109848.51824865877
25,30,92241.7008878836
26,27,112745.28128926363
27,28,115439.27060769786
28,29,118298.07574358331
29,52,84845.69373340736
30,31,90980.33838215758
31,32,91109.6401799502
32,33,0.0
32,34,96353.60268799488
34,35,102394.44192885658
35,36,109875.528026955
36,37,110962.4635492527
36,40,103452.26234220692
37,38,134146.71710309046
37,39,90222.73195632736
38,44,94967.41469470815
38,48,91017.0365431181
38,49,96336.62928838003
39,57,90498.83992663714
40,56,106872.37559569084
41,42,86160.97266708351
41,43,86277.68777963278
41,56,96715.70181868548
42,56,85197.4991251204
44,45,96762.29689020557
46,47,89988.33680464972
47,48,89000.37757011701
48,49,87721.35858684918
49,50,89783.60603764182
50,51,90391.04611349103
52,53,89491.07669782407
53,54,92922.04495092678
54,55,95069.14405443051
56,57,90487.60434253802
